IP地址,数据中心,地区,城市,网络延迟
104.20.59.88,IAD,North America,Ashburn,249 ms
172.67.137.197,AMS,Europe,Amsterdam,249 ms
104.25.198.40,IAD,North America,Ashburn,249 ms
104.20.222.52,IAD,North America,Ashburn,250 ms
104.21.111.135,AMS,Europe,Amsterdam,250 ms
104.25.41.77,IAD,North America,Ashburn,250 ms
104.25.39.105,IAD,North America,Ashburn,250 ms
104.16.221.27,SJC,North America,San Jose,250 ms
104.21.27.210,AMS,Europe,Amsterdam,250 ms
104.22.26.228,IAD,North America,Ashburn,250 ms
104.21.83.103,AMS,Europe,Amsterdam,250 ms
104.21.45.184,AMS,Europe,Amsterdam,250 ms
104.23.122.63,IAD,North America,Ashburn,250 ms
172.67.145.2,AMS,Europe,Amsterdam,251 ms
104.22.65.25,IAD,North America,Ashburn,251 ms
104.25.38.132,IAD,North America,Ashburn,251 ms
104.25.37.27,IAD,North America,Ashburn,251 ms
104.19.246.211,DFW,North America,Dallas,251 ms
104.21.91.137,AMS,Europe,Amsterdam,251 ms
104.20.201.221,IAD,North America,Ashburn,251 ms
172.67.164.108,AMS,Europe,Amsterdam,251 ms
104.24.47.70,IAD,North America,Ashburn,252 ms
104.16.193.206,SJC,North America,San Jose,252 ms
104.21.10.241,AMS,Europe,Amsterdam,252 ms
104.19.133.223,DFW,North America,Dallas,252 ms
104.23.138.106,IAD,North America,Ashburn,252 ms
104.21.53.198,AMS,Europe,Amsterdam,252 ms
104.24.202.0,IAD,North America,Ashburn,252 ms
104.24.212.113,IAD,North America,Ashburn,252 ms
104.16.198.77,SJC,North America,San Jose,252 ms
104.20.210.34,IAD,North America,Ashburn,252 ms
104.25.18.94,IAD,North America,Ashburn,252 ms
104.21.32.83,AMS,Europe,Amsterdam,253 ms
104.22.31.92,IAD,North America,Ashburn,253 ms
104.23.97.7,IAD,North America,Ashburn,253 ms
104.23.123.179,IAD,North America,Ashburn,253 ms
172.67.146.115,AMS,Europe,Amsterdam,253 ms
104.25.93.80,IAD,North America,Ashburn,253 ms
104.20.71.60,IAD,North America,Ashburn,254 ms
104.24.218.53,IAD,North America,Ashburn,254 ms
104.24.232.215,IAD,North America,Ashburn,254 ms
104.22.0.132,IAD,North America,Ashburn,254 ms
104.17.24.140,SJC,North America,San Jose,254 ms
104.25.124.230,IAD,North America,Ashburn,254 ms
104.24.175.59,IAD,North America,Ashburn,254 ms
104.27.47.189,IAD,North America,Ashburn,254 ms
104.20.88.86,IAD,North America,Ashburn,255 ms
104.24.224.239,IAD,North America,Ashburn,255 ms
104.17.144.171,SJC,North America,San Jose,255 ms
104.27.86.0,IAD,North America,Ashburn,255 ms
104.27.56.38,IAD,North America,Ashburn,255 ms
104.27.57.9,IAD,North America,Ashburn,255 ms
104.22.64.154,IAD,North America,Ashburn,255 ms
104.25.70.207,IAD,North America,Ashburn,255 ms
104.25.73.94,IAD,North America,Ashburn,255 ms
104.25.17.95,IAD,North America,Ashburn,255 ms
104.25.15.158,IAD,North America,Ashburn,255 ms
104.21.15.103,AMS,Europe,Amsterdam,256 ms
104.22.73.44,IAD,North America,Ashburn,256 ms
104.21.54.110,AMS,Europe,Amsterdam,256 ms
104.24.37.57,IAD,North America,Ashburn,256 ms
104.20.207.70,IAD,North America,Ashburn,256 ms
104.20.70.134,IAD,North America,Ashburn,256 ms
172.67.6.146,IAD,North America,Ashburn,256 ms
104.21.112.0,AMS,Europe,Amsterdam,257 ms
104.22.62.176,IAD,North America,Ashburn,257 ms
172.67.18.50,IAD,North America,Ashburn,258 ms
104.20.5.99,IAD,North America,Ashburn,258 ms
104.17.184.134,SJC,North America,San Jose,258 ms
104.20.74.18,IAD,North America,Ashburn,258 ms
104.27.24.156,IAD,North America,Ashburn,259 ms
104.16.128.41,SJC,North America,San Jose,259 ms
104.24.91.119,IAD,North America,Ashburn,259 ms
172.67.51.212,IAD,North America,Ashburn,260 ms
162.159.209.64,BUF,North America,Buffalo,260 ms
104.20.86.118,IAD,North America,Ashburn,260 ms
172.67.220.239,AMS,Europe,Amsterdam,260 ms
104.24.194.10,IAD,North America,Ashburn,260 ms
188.114.99.253,AMS,Europe,Amsterdam,260 ms
188.114.96.252,AMS,Europe,Amsterdam,260 ms
104.21.232.227,DFW,North America,Dallas,260 ms
104.27.27.1,IAD,North America,Ashburn,260 ms
104.25.45.234,IAD,North America,Ashburn,260 ms
104.25.229.196,IAD,North America,Ashburn,261 ms
104.24.243.30,IAD,North America,Ashburn,261 ms
104.16.219.89,SJC,North America,San Jose,261 ms
188.114.98.128,AMS,Europe,Amsterdam,261 ms
104.18.110.117,SJC,North America,San Jose,262 ms
104.24.200.128,IAD,North America,Ashburn,262 ms
172.67.191.142,AMS,Europe,Amsterdam,262 ms
162.159.138.118,SJC,North America,San Jose,263 ms
172.67.142.252,AMS,Europe,Amsterdam,263 ms
172.64.84.141,SJC,North America,San Jose,264 ms
104.21.198.193,AMS,Europe,Amsterdam,264 ms
104.20.94.48,IAD,North America,Ashburn,264 ms
104.23.114.208,IAD,North America,Ashburn,265 ms
104.21.115.140,AMS,Europe,Amsterdam,265 ms
104.22.77.226,IAD,North America,Ashburn,265 ms
104.20.110.70,IAD,North America,Ashburn,265 ms
104.26.11.75,IAD,North America,Ashburn,266 ms
172.67.79.193,IAD,North America,Ashburn,266 ms
104.25.40.10,IAD,North America,Ashburn,266 ms
104.23.119.5,IAD,North America,Ashburn,267 ms
172.64.38.72,SJC,North America,San Jose,268 ms
104.16.214.60,SJC,North America,San Jose,269 ms
104.24.207.46,IAD,North America,Ashburn,270 ms
104.16.165.231,SJC,North America,San Jose,271 ms
104.18.67.177,SJC,North America,San Jose,271 ms
104.23.96.179,IAD,North America,Ashburn,272 ms
104.18.208.114,SJC,North America,San Jose,273 ms
104.27.97.239,IAD,North America,Ashburn,274 ms
104.23.100.197,IAD,North America,Ashburn,274 ms
104.23.104.165,IAD,North America,Ashburn,274 ms
104.24.88.161,IAD,North America,Ashburn,274 ms
104.16.98.71,SJC,North America,San Jose,274 ms
104.16.185.68,SJC,North America,San Jose,275 ms
104.16.37.189,SJC,North America,San Jose,275 ms
104.16.88.84,SJC,North America,San Jose,275 ms
104.23.109.192,IAD,North America,Ashburn,276 ms
104.18.133.251,SJC,North America,San Jose,276 ms
104.24.22.119,IAD,North America,Ashburn,276 ms
104.22.78.145,IAD,North America,Ashburn,277 ms
104.25.110.139,IAD,North America,Ashburn,277 ms
104.24.214.85,IAD,North America,Ashburn,278 ms
104.18.142.209,SJC,North America,San Jose,278 ms
104.23.115.179,IAD,North America,Ashburn,279 ms
104.17.126.159,SJC,North America,San Jose,281 ms
104.17.130.115,SJC,North America,San Jose,281 ms
104.16.225.120,SJC,North America,San Jose,281 ms
104.18.132.161,SJC,North America,San Jose,282 ms
104.23.118.205,IAD,North America,Ashburn,282 ms
104.17.179.245,SJC,North America,San Jose,283 ms
162.159.23.173,SJC,North America,San Jose,284 ms
104.16.184.47,SJC,North America,San Jose,285 ms
104.18.225.77,SJC,North America,San Jose,287 ms
104.17.47.81,SJC,North America,San Jose,288 ms
104.16.166.27,SJC,North America,San Jose,289 ms
162.159.160.98,CDG,Europe,Paris,289 ms
104.18.182.129,SJC,North America,San Jose,290 ms
104.16.229.230,SJC,North America,San Jose,291 ms
104.16.190.79,SJC,North America,San Jose,293 ms
162.159.1.73,SJC,North America,San Jose,295 ms
104.17.115.228,SJC,North America,San Jose,297 ms
104.19.168.172,SJC,North America,San Jose,297 ms
104.16.230.48,SJC,North America,San Jose,297 ms
104.19.38.104,SJC,North America,San Jose,297 ms
162.159.58.166,SJC,North America,San Jose,298 ms
104.19.47.143,SJC,North America,San Jose,302 ms
104.17.110.197,SJC,North America,San Jose,303 ms
104.19.164.127,SJC,North America,San Jose,304 ms
104.16.108.210,SJC,North America,San Jose,307 ms
104.16.211.64,SJC,North America,San Jose,308 ms
104.19.123.24,SJC,North America,San Jose,308 ms
104.19.41.108,SJC,North America,San Jose,309 ms
104.19.95.5,SJC,North America,San Jose,309 ms
104.18.191.128,SJC,North America,San Jose,311 ms
104.16.144.88,SJC,North America,San Jose,311 ms
104.17.93.249,SJC,North America,San Jose,314 ms
104.16.145.94,SJC,North America,San Jose,315 ms
104.17.102.233,SJC,North America,San Jose,315 ms
104.19.106.73,SJC,North America,San Jose,318 ms
104.16.233.200,SJC,North America,San Jose,318 ms
104.19.113.204,SJC,North America,San Jose,319 ms
104.19.98.127,SJC,North America,San Jose,320 ms
104.19.33.133,SJC,North America,San Jose,320 ms
104.19.111.41,SJC,North America,San Jose,320 ms
104.16.81.66,SJC,North America,San Jose,322 ms
104.17.205.195,SJC,North America,San Jose,324 ms
104.18.168.152,SJC,North America,San Jose,324 ms
104.19.53.183,SJC,North America,San Jose,325 ms
198.41.196.109,SJC,North America,San Jose,328 ms
108.162.198.137,SJC,North America,San Jose,328 ms
104.19.107.3,SJC,North America,San Jose,328 ms
103.21.244.240,SJC,North America,San Jose,329 ms
104.17.97.175,SJC,North America,San Jose,329 ms
104.16.50.235,SJC,North America,San Jose,330 ms
104.19.20.207,SJC,North America,San Jose,330 ms
104.18.86.192,SJC,North America,San Jose,331 ms
104.19.44.251,SJC,North America,San Jose,332 ms
141.101.115.26,SJC,North America,San Jose,333 ms
104.18.13.167,SJC,North America,San Jose,333 ms
104.19.68.52,SJC,North America,San Jose,334 ms
104.17.11.106,SJC,North America,San Jose,335 ms
104.18.187.125,SJC,North America,San Jose,335 ms
104.19.154.157,SJC,North America,San Jose,336 ms
104.18.161.82,SJC,North America,San Jose,337 ms
104.18.6.4,SJC,North America,San Jose,337 ms
104.17.225.216,SJC,North America,San Jose,338 ms
104.16.195.152,SJC,North America,San Jose,338 ms
104.17.10.85,SJC,North America,San Jose,339 ms
172.64.49.20,SJC,North America,San Jose,339 ms
104.19.19.248,SJC,North America,San Jose,340 ms
104.19.116.188,SJC,North America,San Jose,341 ms
104.19.82.5,SJC,North America,San Jose,342 ms
104.17.35.78,SJC,North America,San Jose,342 ms
104.19.126.167,SJC,North America,San Jose,342 ms
104.19.170.109,SJC,North America,San Jose,343 ms
104.17.23.254,SJC,North America,San Jose,344 ms
104.17.148.8,SJC,North America,San Jose,344 ms
104.17.252.1,SJC,North America,San Jose,345 ms
104.19.137.247,SJC,North America,San Jose,345 ms
104.16.208.241,SJC,North America,San Jose,345 ms
104.17.129.115,SJC,North America,San Jose,345 ms
104.17.117.25,SJC,North America,San Jose,346 ms
104.16.105.37,SJC,North America,San Jose,346 ms
104.19.43.167,SJC,North America,San Jose,347 ms
104.16.110.83,SJC,North America,San Jose,347 ms
104.19.105.168,SJC,North America,San Jose,348 ms
104.16.235.38,SJC,North America,San Jose,348 ms
104.19.124.57,SJC,North America,San Jose,349 ms
104.16.161.85,SJC,North America,San Jose,350 ms
104.16.255.164,SJC,North America,San Jose,350 ms
104.17.81.47,SJC,North America,San Jose,351 ms
104.19.52.140,SJC,North America,San Jose,351 ms
104.17.104.138,SJC,North America,San Jose,351 ms
104.17.79.166,SJC,North America,San Jose,352 ms
104.16.58.97,SJC,North America,San Jose,352 ms
104.19.54.70,SJC,North America,San Jose,352 ms
104.16.64.223,SJC,North America,San Jose,353 ms
104.16.234.49,SJC,North America,San Jose,354 ms
162.159.141.59,SJC,North America,San Jose,355 ms
104.18.205.183,SJC,North America,San Jose,355 ms
162.159.4.215,SJC,North America,San Jose,355 ms
104.16.86.113,SJC,North America,San Jose,355 ms
104.16.147.184,SJC,North America,San Jose,356 ms
104.19.34.116,SJC,North America,San Jose,358 ms
104.16.63.215,SJC,North America,San Jose,358 ms
104.16.191.174,SJC,North America,San Jose,358 ms
104.18.33.8,SJC,North America,San Jose,358 ms
104.17.103.95,SJC,North America,San Jose,359 ms
104.19.84.130,SJC,North America,San Jose,360 ms
104.17.157.78,SJC,North America,San Jose,361 ms
104.19.74.68,SJC,North America,San Jose,361 ms
104.19.229.61,SJC,North America,San Jose,361 ms
104.18.255.73,SJC,North America,San Jose,361 ms
104.18.153.28,SJC,North America,San Jose,361 ms
104.17.70.198,SJC,North America,San Jose,362 ms
104.17.21.254,SJC,North America,San Jose,362 ms
172.65.201.249,LHR,Europe,London,363 ms
172.64.147.113,SJC,North America,San Jose,363 ms
172.64.158.64,SJC,North America,San Jose,363 ms
104.16.10.167,SJC,North America,San Jose,364 ms
104.16.218.67,SJC,North America,San Jose,364 ms
104.18.108.37,SJC,North America,San Jose,364 ms
104.16.197.94,SJC,North America,San Jose,367 ms
172.64.86.92,SJC,North America,San Jose,367 ms
104.16.223.61,SJC,North America,San Jose,367 ms
198.217.251.147,SJC,North America,San Jose,367 ms
104.17.107.42,SJC,North America,San Jose,367 ms
104.17.125.218,SJC,North America,San Jose,368 ms
104.17.27.85,SJC,North America,San Jose,369 ms
104.17.55.230,SJC,North America,San Jose,369 ms
104.16.172.223,SJC,North America,San Jose,369 ms
104.17.190.220,SJC,North America,San Jose,369 ms
104.19.76.121,SJC,North America,San Jose,369 ms
104.19.176.95,SJC,North America,San Jose,370 ms
104.17.173.13,SJC,North America,San Jose,370 ms
104.16.76.38,SJC,North America,San Jose,371 ms
104.18.73.91,SJC,North America,San Jose,371 ms
104.18.65.9,SJC,North America,San Jose,371 ms
104.19.216.203,SJC,North America,San Jose,371 ms
104.17.2.122,SJC,North America,San Jose,372 ms
198.41.192.82,SJC,North America,San Jose,372 ms
104.18.66.170,SJC,North America,San Jose,372 ms
172.64.150.86,SJC,North America,San Jose,373 ms
108.162.195.215,SJC,North America,San Jose,373 ms
104.19.206.171,SJC,North America,San Jose,373 ms
104.19.145.12,SJC,North America,San Jose,373 ms
104.16.224.36,SJC,North America,San Jose,373 ms
104.17.178.38,SJC,North America,San Jose,373 ms
104.16.228.250,SJC,North America,San Jose,373 ms
104.19.172.83,SJC,North America,San Jose,374 ms
104.18.2.81,SJC,North America,San Jose,374 ms
104.18.81.223,SJC,North America,San Jose,374 ms
104.16.33.241,SJC,North America,San Jose,374 ms
162.159.22.91,SJC,North America,San Jose,375 ms
104.19.220.29,SJC,North America,San Jose,375 ms
104.18.40.173,SJC,North America,San Jose,375 ms
104.16.240.142,SJC,North America,San Jose,375 ms
104.19.212.177,SJC,North America,San Jose,375 ms
104.19.166.35,SJC,North America,San Jose,375 ms
104.17.233.176,SJC,North America,San Jose,375 ms
104.17.108.48,SJC,North America,San Jose,376 ms
104.16.252.89,SJC,North America,San Jose,376 ms
104.17.82.142,SJC,North America,San Jose,376 ms
104.17.32.83,SJC,North America,San Jose,376 ms
104.19.39.192,SJC,North America,San Jose,376 ms
104.16.160.128,SJC,North America,San Jose,377 ms
104.16.136.53,SJC,North America,San Jose,377 ms
104.17.5.97,SJC,North America,San Jose,377 ms
104.17.85.40,SJC,North America,San Jose,377 ms
104.19.227.9,SJC,North America,San Jose,377 ms
104.18.199.252,SJC,North America,San Jose,377 ms
104.16.163.97,SJC,North America,San Jose,378 ms
104.19.210.28,SJC,North America,San Jose,378 ms
104.17.116.45,SJC,North America,San Jose,378 ms
104.16.32.113,SJC,North America,San Jose,378 ms
104.16.244.233,SJC,North America,San Jose,378 ms
172.64.154.26,SJC,North America,San Jose,378 ms
23.227.60.231,SJC,North America,San Jose,378 ms
66.235.200.20,SJC,North America,San Jose,378 ms
104.18.185.135,SJC,North America,San Jose,379 ms
104.19.207.20,SJC,North America,San Jose,379 ms
104.19.204.69,SJC,North America,San Jose,379 ms
104.16.0.105,SJC,North America,San Jose,379 ms
104.18.211.238,SJC,North America,San Jose,380 ms
104.17.63.142,SJC,North America,San Jose,380 ms
190.93.247.95,SJC,North America,San Jose,380 ms
104.16.1.34,SJC,North America,San Jose,380 ms
104.16.7.186,SJC,North America,San Jose,380 ms
104.17.49.249,SJC,North America,San Jose,380 ms
104.19.182.183,SJC,North America,San Jose,380 ms
104.17.58.6,SJC,North America,San Jose,380 ms
104.16.106.1,SJC,North America,San Jose,380 ms
104.18.223.172,SJC,North America,San Jose,380 ms
104.16.226.131,SJC,North America,San Jose,381 ms
104.17.57.57,SJC,North America,San Jose,381 ms
104.16.66.166,SJC,North America,San Jose,381 ms
104.16.17.70,SJC,North America,San Jose,381 ms
104.16.251.220,SJC,North America,San Jose,381 ms
104.19.189.89,SJC,North America,San Jose,381 ms
104.16.69.204,SJC,North America,San Jose,381 ms
104.16.75.164,SJC,North America,San Jose,381 ms
172.64.156.102,SJC,North America,San Jose,381 ms
104.16.247.115,SJC,North America,San Jose,382 ms
104.16.14.58,SJC,North America,San Jose,382 ms
104.17.60.99,SJC,North America,San Jose,382 ms
104.17.210.123,SJC,North America,San Jose,382 ms
104.19.199.11,SJC,North America,San Jose,382 ms
104.19.165.37,SJC,North America,San Jose,382 ms
162.159.15.186,SJC,North America,San Jose,382 ms
104.18.189.113,SJC,North America,San Jose,383 ms
104.17.223.167,SJC,North America,San Jose,383 ms
104.16.65.62,SJC,North America,San Jose,383 ms
104.18.243.53,SJC,North America,San Jose,383 ms
104.18.206.42,SJC,North America,San Jose,383 ms
104.19.150.226,SJC,North America,San Jose,383 ms
104.18.14.239,SJC,North America,San Jose,383 ms
104.19.211.239,SJC,North America,San Jose,383 ms
104.17.140.127,SJC,North America,San Jose,383 ms
104.17.189.3,SJC,North America,San Jose,383 ms
104.16.27.91,SJC,North America,San Jose,383 ms
104.16.83.127,SJC,North America,San Jose,383 ms
104.19.193.222,SJC,North America,San Jose,384 ms
172.65.204.232,SJC,North America,San Jose,384 ms
104.17.30.180,SJC,North America,San Jose,384 ms
104.18.93.138,SJC,North America,San Jose,384 ms
104.16.212.84,SJC,North America,San Jose,384 ms
162.159.196.23,SJC,North America,San Jose,384 ms
104.16.167.132,SJC,North America,San Jose,384 ms
104.18.22.171,SJC,North America,San Jose,384 ms
162.159.17.66,SJC,North America,San Jose,384 ms
104.18.99.190,SJC,North America,San Jose,384 ms
104.16.150.249,SJC,North America,San Jose,384 ms
104.16.199.195,SJC,North America,San Jose,385 ms
104.16.103.191,SJC,North America,San Jose,385 ms
104.19.31.106,SJC,North America,San Jose,385 ms
104.18.10.76,SJC,North America,San Jose,385 ms
104.17.19.191,SJC,North America,San Jose,385 ms
104.19.205.253,SJC,North America,San Jose,385 ms
104.19.185.113,SJC,North America,San Jose,385 ms
104.17.202.235,SJC,North America,San Jose,385 ms
104.19.65.93,SJC,North America,San Jose,385 ms
104.16.159.20,SJC,North America,San Jose,385 ms
198.41.205.54,SJC,North America,San Jose,385 ms
198.41.206.150,SJC,North America,San Jose,385 ms
104.17.113.71,SJC,North America,San Jose,386 ms
172.64.82.139,SJC,North America,San Jose,386 ms
104.16.40.76,SJC,North America,San Jose,386 ms
104.17.8.193,SJC,North America,San Jose,386 ms
104.16.203.220,SJC,North America,San Jose,386 ms
104.17.68.5,SJC,North America,San Jose,386 ms
104.16.176.71,SJC,North America,San Jose,386 ms
104.16.209.120,SJC,North America,San Jose,386 ms
104.16.101.27,SJC,North America,San Jose,386 ms
104.16.95.182,SJC,North America,San Jose,386 ms
162.159.135.137,SJC,North America,San Jose,387 ms
104.16.249.226,SJC,North America,San Jose,387 ms
104.17.159.33,SJC,North America,San Jose,387 ms
104.19.222.220,SJC,North America,San Jose,387 ms
104.19.158.242,SJC,North America,San Jose,387 ms
104.17.198.29,SJC,North America,San Jose,387 ms
104.19.231.8,SJC,North America,San Jose,388 ms
104.19.187.60,SJC,North America,San Jose,388 ms
104.16.107.57,SJC,North America,San Jose,388 ms
104.18.145.185,SJC,North America,San Jose,388 ms
104.16.243.251,SJC,North America,San Jose,388 ms
172.64.151.156,SJC,North America,San Jose,388 ms
104.18.194.194,SJC,North America,San Jose,388 ms
104.16.28.193,SJC,North America,San Jose,388 ms
104.16.109.206,SJC,North America,San Jose,388 ms
104.17.234.112,SJC,North America,San Jose,388 ms
162.159.5.49,SJC,North America,San Jose,388 ms
104.19.209.118,SJC,North America,San Jose,389 ms
104.16.47.247,SJC,North America,San Jose,389 ms
104.16.52.95,SJC,North America,San Jose,389 ms
104.19.184.133,SJC,North America,San Jose,389 ms
104.18.245.65,SJC,North America,San Jose,389 ms
172.65.241.31,SJC,North America,San Jose,389 ms
104.16.175.209,SJC,North America,San Jose,389 ms
104.19.214.66,SJC,North America,San Jose,389 ms
104.16.57.30,SJC,North America,San Jose,389 ms
104.19.217.253,SJC,North America,San Jose,389 ms
104.16.143.77,SJC,North America,San Jose,390 ms
104.16.35.10,SJC,North America,San Jose,390 ms
198.41.204.22,SJC,North America,San Jose,390 ms
104.19.188.143,SJC,North America,San Jose,390 ms
172.66.43.159,SJC,North America,San Jose,390 ms
162.159.61.127,SJC,North America,San Jose,390 ms
104.16.16.168,SJC,North America,San Jose,390 ms
104.17.194.202,SJC,North America,San Jose,390 ms
162.159.0.160,SJC,North America,San Jose,390 ms
104.19.223.248,SJC,North America,San Jose,390 ms
172.64.93.239,SJC,North America,San Jose,390 ms
104.17.203.164,SJC,North America,San Jose,390 ms
104.16.204.181,SJC,North America,San Jose,391 ms
162.159.7.124,SJC,North America,San Jose,391 ms
104.17.25.220,SJC,North America,San Jose,391 ms
104.18.87.120,SJC,North America,San Jose,391 ms
104.19.233.143,SJC,North America,San Jose,391 ms
104.17.26.203,SJC,North America,San Jose,391 ms
104.17.76.248,SJC,North America,San Jose,391 ms
104.17.38.82,SJC,North America,San Jose,391 ms
104.16.102.55,SJC,North America,San Jose,391 ms
104.17.139.222,SJC,North America,San Jose,391 ms
104.18.186.62,SJC,North America,San Jose,391 ms
104.18.47.208,SJC,North America,San Jose,391 ms
104.19.177.132,SJC,North America,San Jose,392 ms
104.16.155.113,SJC,North America,San Jose,392 ms
104.17.9.217,SJC,North America,San Jose,392 ms
104.16.192.123,SJC,North America,San Jose,392 ms
104.16.140.255,SJC,North America,San Jose,392 ms
104.16.164.96,SJC,North America,San Jose,392 ms
104.16.152.120,SJC,North America,San Jose,392 ms
104.16.36.39,SJC,North America,San Jose,392 ms
104.16.67.31,SJC,North America,San Jose,392 ms
104.16.56.238,SJC,North America,San Jose,392 ms
104.19.232.146,SJC,North America,San Jose,392 ms
104.18.150.153,SJC,North America,San Jose,392 ms
104.17.75.80,SJC,North America,San Jose,392 ms
104.18.253.3,SJC,North America,San Jose,392 ms
104.18.231.77,SJC,North America,San Jose,392 ms
23.227.39.197,SJC,North America,San Jose,393 ms
104.17.112.79,SJC,North America,San Jose,393 ms
104.19.230.120,SJC,North America,San Jose,393 ms
198.41.197.56,SJC,North America,San Jose,393 ms
198.41.202.124,SJC,North America,San Jose,393 ms
104.19.148.215,SJC,North America,San Jose,393 ms
104.16.232.99,SJC,North America,San Jose,393 ms
198.41.194.241,SJC,North America,San Jose,393 ms
172.64.152.156,SJC,North America,San Jose,393 ms
104.16.196.64,SJC,North America,San Jose,393 ms
104.18.45.171,SJC,North America,San Jose,393 ms
104.16.181.92,SJC,North America,San Jose,393 ms
104.16.30.253,SJC,North America,San Jose,393 ms
104.16.46.135,SJC,North America,San Jose,393 ms
162.159.14.227,SJC,North America,San Jose,393 ms
198.41.222.38,SJC,North America,San Jose,394 ms
198.41.220.246,SJC,North America,San Jose,394 ms
198.41.216.227,SJC,North America,San Jose,394 ms
104.17.0.211,SJC,North America,San Jose,394 ms
104.17.255.51,SJC,North America,San Jose,394 ms
104.18.193.56,SJC,North America,San Jose,394 ms
162.159.13.162,SJC,North America,San Jose,394 ms
104.17.18.3,SJC,North America,San Jose,394 ms
104.17.15.40,SJC,North America,San Jose,394 ms
104.17.181.38,SJC,North America,San Jose,394 ms
104.17.91.188,SJC,North America,San Jose,394 ms
104.16.21.190,SJC,North America,San Jose,394 ms
104.17.124.220,SJC,North America,San Jose,394 ms
104.19.118.128,SJC,North America,San Jose,395 ms
104.19.186.247,SJC,North America,San Jose,395 ms
162.159.153.52,SJC,North America,San Jose,395 ms
162.159.142.136,SJC,North America,San Jose,395 ms
104.17.154.111,SJC,North America,San Jose,395 ms
104.19.127.201,SJC,North America,San Jose,395 ms
104.18.138.106,SJC,North America,San Jose,395 ms
104.16.6.86,SJC,North America,San Jose,395 ms
104.19.192.142,SJC,North America,San Jose,395 ms
104.18.201.135,SJC,North America,San Jose,395 ms
162.159.27.252,SJC,North America,San Jose,395 ms
104.18.43.179,SJC,North America,San Jose,395 ms
104.16.84.234,SJC,North America,San Jose,395 ms
104.16.171.122,SJC,North America,San Jose,395 ms
172.64.159.106,SJC,North America,San Jose,396 ms
104.18.143.127,SJC,North America,San Jose,396 ms
104.16.178.104,SJC,North America,San Jose,396 ms
104.18.32.219,SJC,North America,San Jose,396 ms
172.64.90.141,SJC,North America,San Jose,396 ms
104.18.154.86,SJC,North America,San Jose,396 ms
162.159.16.22,SJC,North America,San Jose,396 ms
104.18.100.2,SJC,North America,San Jose,396 ms
104.18.238.82,SJC,North America,San Jose,396 ms
104.17.247.227,SJC,North America,San Jose,396 ms
104.17.12.207,SJC,North America,San Jose,396 ms
172.66.41.219,SJC,North America,San Jose,396 ms
172.64.85.106,SJC,North America,San Jose,397 ms
104.18.85.249,SJC,North America,San Jose,397 ms
104.18.11.129,SJC,North America,San Jose,397 ms
104.16.49.210,SJC,North America,San Jose,397 ms
104.16.236.220,SJC,North America,San Jose,397 ms
104.17.74.57,SJC,North America,San Jose,397 ms
172.64.80.20,SJC,North America,San Jose,397 ms
162.159.24.60,SJC,North America,San Jose,397 ms
104.18.218.56,SJC,North America,San Jose,397 ms
104.18.156.98,SJC,North America,San Jose,397 ms
104.18.140.222,SJC,North America,San Jose,398 ms
104.16.206.65,SJC,North America,San Jose,398 ms
104.17.147.77,SJC,North America,San Jose,398 ms
104.16.215.249,SJC,North America,San Jose,398 ms
104.18.164.25,SJC,North America,San Jose,398 ms
104.18.188.55,SJC,North America,San Jose,398 ms
104.16.158.251,SJC,North America,San Jose,398 ms
104.16.104.113,SJC,North America,San Jose,398 ms
104.16.73.63,SJC,North America,San Jose,398 ms
104.17.176.240,SJC,North America,San Jose,398 ms
162.159.130.107,SJC,North America,San Jose,398 ms
104.17.66.185,SJC,North America,San Jose,398 ms
104.18.235.164,SJC,North America,San Jose,398 ms
104.16.18.169,SJC,North America,San Jose,398 ms
104.19.226.35,SJC,North America,San Jose,398 ms
104.17.17.208,SJC,North America,San Jose,398 ms
104.16.85.179,SJC,North America,San Jose,399 ms
172.64.69.229,SJC,North America,San Jose,399 ms
198.41.219.94,SJC,North America,San Jose,399 ms
162.159.18.152,SJC,North America,San Jose,399 ms
104.17.101.211,SJC,North America,San Jose,399 ms
104.18.250.33,SJC,North America,San Jose,399 ms
172.64.48.59,SJC,North America,San Jose,399 ms
104.17.253.103,SJC,North America,San Jose,399 ms
162.159.40.95,SJC,North America,San Jose,399 ms
104.18.171.150,SJC,North America,San Jose,399 ms
104.17.207.133,SJC,North America,San Jose,399 ms
172.64.41.209,SJC,North America,San Jose,399 ms
104.16.186.208,SJC,North America,San Jose,399 ms
104.17.216.203,SJC,North America,San Jose,400 ms
104.19.152.149,SJC,North America,San Jose,400 ms
104.16.142.32,SJC,North America,San Jose,400 ms
104.17.96.47,SJC,North America,San Jose,400 ms
104.19.173.56,SJC,North America,San Jose,400 ms
104.19.35.94,SJC,North America,San Jose,400 ms
104.17.236.8,SJC,North America,San Jose,400 ms
104.18.215.129,SJC,North America,San Jose,400 ms
104.18.216.96,SJC,North America,San Jose,400 ms
104.16.169.20,SJC,North America,San Jose,400 ms
104.17.41.153,SJC,North America,San Jose,400 ms
104.16.29.189,SJC,North America,San Jose,400 ms
104.16.90.196,SJC,North America,San Jose,400 ms
104.16.39.189,SJC,North America,San Jose,400 ms
104.16.132.223,SJC,North America,San Jose,401 ms
104.16.168.132,SJC,North America,San Jose,401 ms
104.19.155.205,SJC,North America,San Jose,401 ms
104.19.149.124,SJC,North America,San Jose,401 ms
